group,slot,observed_attempts,status
domestic,2026-05-30T06:00Z,1,pre-manifest
domestic,2026-05-30T12:00Z,0,missing
domestic,2026-05-30T18:00Z,0,missing
domestic,2026-05-31T00:00Z,1,pre-manifest
domestic,2026-05-31T06:00Z,1,pre-manifest
domestic,2026-05-31T12:00Z,1,pre-manifest
domestic,2026-05-31T18:00Z,1,pre-manifest
domestic,2026-06-01T00:00Z,1,pre-manifest
domestic,2026-06-01T06:00Z,1,pre-manifest
domestic,2026-06-01T12:00Z,0,missing
domestic,2026-06-01T18:00Z,1,pre-manifest
domestic,2026-06-02T00:00Z,0,missing
domestic,2026-06-02T06:00Z,0,missing
domestic,2026-06-02T12:00Z,0,missing
domestic,2026-06-02T18:00Z,0,missing
domestic,2026-06-03T00:00Z,0,missing
domestic,2026-06-03T06:00Z,0,missing
domestic,2026-06-03T12:00Z,0,missing
domestic,2026-06-03T18:00Z,0,missing
domestic,2026-06-04T00:00Z,0,missing
domestic,2026-06-04T06:00Z,0,missing
domestic,2026-06-04T12:00Z,0,missing
domestic,2026-06-04T18:00Z,0,missing
domestic,2026-06-05T00:00Z,0,missing
domestic,2026-06-05T06:00Z,0,missing
domestic,2026-06-05T12:00Z,0,missing
domestic,2026-06-05T18:00Z,0,missing
domestic,2026-06-06T00:00Z,0,missing
domestic,2026-06-06T06:00Z,0,missing
domestic,2026-06-06T12:00Z,0,missing
domestic,2026-06-06T18:00Z,0,missing
domestic,2026-06-07T00:00Z,0,missing
domestic,2026-06-07T06:00Z,0,missing
domestic,2026-06-07T12:00Z,0,missing
domestic,2026-06-07T18:00Z,0,missing
domestic,2026-06-08T00:00Z,0,missing
domestic,2026-06-08T06:00Z,1,pre-manifest
domestic,2026-06-08T12:00Z,0,missing
domestic,2026-06-08T18:00Z,0,missing
domestic,2026-06-09T00:00Z,0,missing
domestic,2026-06-09T06:00Z,0,missing
domestic,2026-06-09T12:00Z,0,missing
domestic,2026-06-09T18:00Z,0,missing
domestic,2026-06-10T00:00Z,0,missing
domestic,2026-06-10T06:00Z,0,missing
domestic,2026-06-10T12:00Z,0,missing
domestic,2026-06-10T18:00Z,0,missing
domestic,2026-06-11T00:00Z,0,missing
domestic,2026-06-11T06:00Z,0,missing
domestic,2026-06-11T12:00Z,0,missing
domestic,2026-06-11T18:00Z,0,missing
domestic,2026-06-12T00:00Z,1,pre-manifest
domestic,2026-06-12T06:00Z,0,missing
domestic,2026-06-12T12:00Z,0,missing
domestic,2026-06-12T18:00Z,0,missing
domestic,2026-06-13T00:00Z,0,missing
domestic,2026-06-13T06:00Z,0,missing
domestic,2026-06-13T12:00Z,0,missing
domestic,2026-06-13T18:00Z,0,missing
domestic,2026-06-14T00:00Z,0,missing
domestic,2026-06-14T06:00Z,0,missing
domestic,2026-06-14T12:00Z,0,missing
domestic,2026-06-14T18:00Z,0,missing
domestic,2026-06-15T00:00Z,0,missing
domestic,2026-06-15T06:00Z,0,missing
domestic,2026-06-15T12:00Z,0,missing
domestic,2026-06-15T18:00Z,0,missing
domestic,2026-06-16T00:00Z,0,missing
domestic,2026-06-16T06:00Z,0,missing
domestic,2026-06-16T12:00Z,0,missing
domestic,2026-06-16T18:00Z,1,pre-manifest
domestic,2026-06-17T00:00Z,0,missing
domestic,2026-06-17T06:00Z,0,missing
domestic,2026-06-17T12:00Z,0,missing
domestic,2026-06-17T18:00Z,0,missing
domestic,2026-06-18T00:00Z,1,pre-manifest
domestic,2026-06-18T06:00Z,0,missing
domestic,2026-06-18T12:00Z,0,missing
domestic,2026-06-18T18:00Z,0,missing
domestic,2026-06-19T00:00Z,0,missing
domestic,2026-06-19T06:00Z,0,missing
domestic,2026-06-19T12:00Z,0,missing
domestic,2026-06-19T18:00Z,0,missing
domestic,2026-06-20T00:00Z,0,missing
domestic,2026-06-20T06:00Z,0,missing
domestic,2026-06-20T12:00Z,0,missing
domestic,2026-06-20T18:00Z,0,missing
domestic,2026-06-21T00:00Z,0,missing
domestic,2026-06-21T06:00Z,0,missing
domestic,2026-06-21T12:00Z,0,missing
domestic,2026-06-21T18:00Z,0,missing
domestic,2026-06-22T00:00Z,0,missing
domestic,2026-06-22T06:00Z,0,missing
domestic,2026-06-22T12:00Z,1,pre-manifest
domestic,2026-06-22T18:00Z,0,missing
domestic,2026-06-23T00:00Z,0,missing
domestic,2026-06-23T06:00Z,0,missing
domestic,2026-06-23T12:00Z,0,missing
domestic,2026-06-23T18:00Z,1,pre-manifest
domestic,2026-06-24T00:00Z,1,pre-manifest
domestic,2026-06-24T06:00Z,0,missing
domestic,2026-06-24T12:00Z,0,missing
domestic,2026-06-24T18:00Z,0,missing
domestic,2026-06-25T00:00Z,0,missing
domestic,2026-06-25T06:00Z,1,pre-manifest
domestic,2026-06-25T12:00Z,1,pre-manifest
domestic,2026-06-25T18:00Z,0,missing
domestic,2026-06-26T00:00Z,0,missing
domestic,2026-06-26T06:00Z,0,missing
domestic,2026-06-26T12:00Z,1,pre-manifest
domestic,2026-06-26T18:00Z,0,missing
domestic,2026-06-27T00:00Z,0,missing
domestic,2026-06-27T06:00Z,0,missing
domestic,2026-06-27T12:00Z,0,missing
domestic,2026-06-27T18:00Z,0,missing
domestic,2026-06-28T00:00Z,0,missing
domestic,2026-06-28T06:00Z,0,missing
domestic,2026-06-28T12:00Z,0,missing
domestic,2026-06-28T18:00Z,0,missing
domestic,2026-06-29T00:00Z,0,missing
domestic,2026-06-29T06:00Z,0,missing
domestic,2026-06-29T12:00Z,0,missing
domestic,2026-06-29T18:00Z,0,missing
domestic,2026-06-30T00:00Z,0,missing
domestic,2026-06-30T06:00Z,0,missing
domestic,2026-06-30T12:00Z,0,missing
domestic,2026-06-30T18:00Z,0,missing
domestic,2026-07-01T00:00Z,0,missing
domestic,2026-07-01T06:00Z,0,missing
domestic,2026-07-01T12:00Z,0,missing
domestic,2026-07-01T18:00Z,0,missing
domestic,2026-07-02T00:00Z,0,missing
domestic,2026-07-02T06:00Z,0,missing
domestic,2026-07-02T12:00Z,0,missing
domestic,2026-07-02T18:00Z,0,missing
domestic,2026-07-03T00:00Z,0,missing
domestic,2026-07-03T06:00Z,0,missing
domestic,2026-07-03T12:00Z,0,missing
domestic,2026-07-03T18:00Z,0,missing
domestic,2026-07-04T00:00Z,0,missing
domestic,2026-07-04T06:00Z,0,missing
domestic,2026-07-04T12:00Z,0,missing
domestic,2026-07-04T18:00Z,0,missing
domestic,2026-07-05T00:00Z,0,missing
domestic,2026-07-05T06:00Z,0,missing
domestic,2026-07-05T12:00Z,0,missing
domestic,2026-07-05T18:00Z,0,missing
domestic,2026-07-06T00:00Z,0,missing
domestic,2026-07-06T06:00Z,0,missing
domestic,2026-07-06T12:00Z,0,missing
domestic,2026-07-06T18:00Z,0,missing
domestic,2026-07-07T00:00Z,0,missing
domestic,2026-07-07T06:00Z,0,missing
domestic,2026-07-07T12:00Z,0,missing
domestic,2026-07-07T18:00Z,0,missing
domestic,2026-07-08T00:00Z,0,missing
domestic,2026-07-08T06:00Z,0,missing
domestic,2026-07-08T12:00Z,0,missing
domestic,2026-07-08T18:00Z,0,missing
domestic,2026-07-09T00:00Z,0,missing
domestic,2026-07-09T06:00Z,0,missing
domestic,2026-07-09T12:00Z,0,missing
domestic,2026-07-09T18:00Z,0,missing
domestic,2026-07-10T00:00Z,0,missing
domestic,2026-07-10T06:00Z,0,missing
domestic,2026-07-10T12:00Z,0,missing
domestic,2026-07-10T18:00Z,0,missing
domestic,2026-07-11T00:00Z,1,pre-manifest
domestic,2026-07-11T06:00Z,0,missing
domestic,2026-07-11T12:00Z,0,missing
domestic,2026-07-11T18:00Z,0,missing
domestic,2026-07-12T00:00Z,0,missing
domestic,2026-07-12T06:00Z,0,missing
domestic,2026-07-12T12:00Z,0,missing
domestic,2026-07-12T18:00Z,0,missing
domestic,2026-07-13T00:00Z,0,missing
domestic,2026-07-13T06:00Z,0,missing
domestic,2026-07-13T12:00Z,0,missing
domestic,2026-07-13T18:00Z,0,missing
domestic,2026-07-14T00:00Z,0,missing
domestic,2026-07-14T06:00Z,0,missing
domestic,2026-07-14T12:00Z,0,missing
domestic,2026-07-14T18:00Z,0,missing
domestic,2026-07-15T00:00Z,0,missing
domestic,2026-07-15T06:00Z,0,missing
domestic,2026-07-15T12:00Z,0,missing
domestic,2026-07-15T18:00Z,0,missing
domestic,2026-07-16T00:00Z,0,missing
domestic,2026-07-16T06:00Z,0,missing
domestic,2026-07-16T12:00Z,0,missing
domestic,2026-07-16T18:00Z,0,missing
domestic,2026-07-17T00:00Z,0,missing
domestic,2026-07-17T06:00Z,0,missing
domestic,2026-07-17T12:00Z,0,missing
domestic,2026-07-17T18:00Z,0,missing
domestic,2026-07-18T00:00Z,0,missing
domestic,2026-07-18T06:00Z,0,missing
domestic,2026-07-18T12:00Z,0,missing
domestic,2026-07-18T18:00Z,0,missing
domestic,2026-07-19T00:00Z,0,missing
domestic,2026-07-19T06:00Z,0,missing
domestic,2026-07-19T12:00Z,0,missing
domestic,2026-07-19T18:00Z,0,missing
domestic,2026-07-20T00:00Z,0,missing
domestic,2026-07-20T06:00Z,0,missing
domestic,2026-07-20T12:00Z,0,missing
domestic,2026-07-20T18:00Z,0,missing
domestic,2026-07-21T00:00Z,0,missing
domestic,2026-07-21T06:00Z,0,missing
domestic,2026-07-21T12:00Z,0,missing
domestic,2026-07-21T18:00Z,0,missing
domestic,2026-07-22T00:00Z,0,missing
domestic,2026-07-22T06:00Z,0,missing
domestic,2026-07-22T12:00Z,0,missing
domestic,2026-07-22T18:00Z,0,missing
domestic,2026-07-23T00:00Z,0,missing
domestic,2026-07-23T06:00Z,0,missing
domestic,2026-07-23T12:00Z,0,missing
domestic,2026-07-23T18:00Z,0,maintenance
domestic,2026-07-24T00:00Z,0,maintenance
domestic,2026-07-24T06:00Z,0,maintenance
domestic,2026-07-24T12:00Z,3,complete
domestic,2026-07-24T18:00Z,1,complete
domestic,2026-07-25T00:00Z,1,complete
domestic,2026-07-25T06:00Z,1,complete
domestic,2026-07-25T12:00Z,1,complete
domestic,2026-07-25T18:00Z,4,complete
domestic,2026-07-26T00:00Z,2,complete
domestic,2026-07-26T06:00Z,1,complete
domestic,2026-07-26T12:00Z,1,complete
domestic,2026-07-26T18:00Z,1,complete
domestic,2026-07-27T00:00Z,1,complete
domestic,2026-07-27T06:00Z,1,complete
domestic,2026-07-27T12:00Z,1,complete
domestic,2026-07-27T18:00Z,1,complete
domestic,2026-07-28T00:00Z,1,complete
domestic,2026-07-28T06:00Z,1,complete
domestic,2026-07-28T12:00Z,1,complete
domestic,2026-07-28T18:00Z,1,complete
domestic,2026-07-29T00:00Z,1,complete
domestic,2026-07-29T06:00Z,1,complete
domestic,2026-07-29T12:00Z,1,complete
domestic,2026-07-29T18:00Z,1,complete
domestic,2026-07-30T00:00Z,1,complete
domestic,2026-07-30T06:00Z,1,complete
domestic,2026-07-30T12:00Z,1,complete
domestic,2026-07-30T18:00Z,1,complete
domestic,2026-07-31T00:00Z,1,complete
domestic,2026-07-31T06:00Z,1,complete
domestic,2026-07-31T12:00Z,1,complete
domestic,2026-07-31T18:00Z,1,complete
domestic,2026-08-01T00:00Z,1,complete
domestic,2026-08-01T06:00Z,1,complete
domestic,2026-08-01T12:00Z,1,complete
domestic,2026-08-01T18:00Z,1,complete
domestic,2026-08-02T00:00Z,1,complete
domestic,2026-08-02T06:00Z,1,complete
domestic,2026-08-02T12:00Z,1,complete
domestic,2026-08-02T18:00Z,1,complete
domestic,2026-08-03T00:00Z,1,complete
domestic,2026-08-03T06:00Z,1,complete
domestic,2026-08-03T12:00Z,1,complete
domestic,2026-08-03T18:00Z,1,complete
domestic,2026-08-04T00:00Z,1,complete
domestic,2026-08-04T06:00Z,1,complete
domestic,2026-08-04T12:00Z,1,complete
domestic,2026-08-04T18:00Z,1,complete
domestic,2026-08-05T00:00Z,1,complete
domestic,2026-08-05T06:00Z,1,complete
domestic,2026-08-05T12:00Z,1,complete
domestic,2026-08-05T18:00Z,1,complete
domestic,2026-08-06T00:00Z,1,complete
domestic,2026-08-06T06:00Z,1,complete
domestic,2026-08-06T12:00Z,1,complete
domestic,2026-08-06T18:00Z,0,missing
domestic,2026-08-07T00:00Z,1,complete
domestic,2026-08-07T06:00Z,1,complete
domestic,2026-08-07T12:00Z,1,complete
domestic,2026-08-07T18:00Z,1,complete
domestic,2026-08-08T00:00Z,1,complete
domestic,2026-08-08T06:00Z,1,complete
domestic,2026-08-08T12:00Z,1,complete
domestic,2026-08-08T18:00Z,1,complete
domestic,2026-08-09T00:00Z,1,complete
domestic,2026-08-09T06:00Z,1,complete
domestic,2026-08-09T12:00Z,1,complete
domestic,2026-08-09T18:00Z,1,complete
domestic,2026-08-10T00:00Z,1,complete
domestic,2026-08-10T06:00Z,1,complete
domestic,2026-08-10T12:00Z,1,complete
domestic,2026-08-10T18:00Z,4,complete
domestic,2026-08-11T00:00Z,2,complete
domestic,2026-08-11T06:00Z,1,complete
domestic,2026-08-11T12:00Z,1,complete
domestic,2026-08-11T18:00Z,1,complete
domestic,2026-08-12T00:00Z,1,complete
domestic,2026-08-12T06:00Z,1,complete
domestic,2026-08-12T12:00Z,1,complete
domestic,2026-08-12T18:00Z,1,complete
domestic,2026-08-13T00:00Z,1,complete
domestic,2026-08-13T06:00Z,1,complete
domestic,2026-08-13T12:00Z,1,complete
domestic,2026-08-13T18:00Z,1,complete
domestic,2026-08-14T00:00Z,1,complete
domestic,2026-08-14T06:00Z,1,complete
domestic,2026-08-14T12:00Z,1,complete
domestic,2026-08-14T18:00Z,1,complete
domestic,2026-08-15T00:00Z,1,complete
domestic,2026-08-15T06:00Z,1,complete
domestic,2026-08-15T12:00Z,1,complete
domestic,2026-08-15T18:00Z,1,complete
domestic,2026-08-16T00:00Z,1,complete
domestic,2026-08-16T06:00Z,1,complete
domestic,2026-08-16T12:00Z,1,complete
domestic,2026-08-16T18:00Z,1,complete
domestic,2026-08-17T00:00Z,1,complete
domestic,2026-08-17T06:00Z,1,complete
domestic,2026-08-17T12:00Z,1,complete
domestic,2026-08-17T18:00Z,1,complete
domestic,2026-08-18T00:00Z,1,complete
domestic,2026-08-18T06:00Z,1,complete
domestic,2026-08-18T12:00Z,1,complete
domestic,2026-08-18T18:00Z,1,complete
domestic,2026-08-19T00:00Z,1,complete
domestic,2026-08-19T06:00Z,1,complete
domestic,2026-08-19T12:00Z,1,complete
domestic,2026-08-19T18:00Z,1,complete
domestic,2026-08-20T00:00Z,1,complete
domestic,2026-08-20T06:00Z,1,complete
domestic,2026-08-20T12:00Z,1,complete
domestic,2026-08-20T18:00Z,1,complete
domestic,2026-08-21T00:00Z,1,complete
domestic,2026-08-21T06:00Z,1,complete
domestic,2026-08-21T12:00Z,1,complete
domestic,2026-08-21T18:00Z,1,complete
domestic,2026-08-22T00:00Z,1,complete
domestic,2026-08-22T06:00Z,1,complete
domestic,2026-08-22T12:00Z,1,complete
domestic,2026-08-22T18:00Z,1,complete
domestic,2026-08-23T00:00Z,1,complete
domestic,2026-08-23T06:00Z,1,complete
domestic,2026-08-23T12:00Z,1,complete
domestic,2026-08-23T18:00Z,1,complete
domestic,2026-08-24T00:00Z,1,complete
domestic,2026-08-24T06:00Z,1,complete
domestic,2026-08-24T12:00Z,1,complete
domestic,2026-08-24T18:00Z,1,complete
domestic,2026-08-25T00:00Z,1,complete
domestic,2026-08-25T06:00Z,1,complete
domestic,2026-08-25T12:00Z,1,complete
domestic,2026-08-25T18:00Z,1,complete
domestic,2026-08-26T00:00Z,1,complete
longhaul,2026-04-12(day),1,backfill
longhaul,2026-04-13(day),1,backfill
longhaul,2026-04-14(day),1,backfill
longhaul,2026-04-15(day),1,backfill
longhaul,2026-04-16(day),1,backfill
longhaul,2026-04-17(day),1,backfill
longhaul,2026-04-18(day),1,backfill
longhaul,2026-04-19(day),1,backfill
longhaul,2026-04-20(day),1,backfill
longhaul,2026-04-21(day),1,backfill
longhaul,2026-04-22(day),1,backfill
longhaul,2026-04-23(day),1,backfill
longhaul,2026-04-24(day),1,backfill
longhaul,2026-04-25(day),1,backfill
longhaul,2026-04-26(day),1,backfill
longhaul,2026-04-27(day),1,backfill
longhaul,2026-04-28(day),1,backfill
longhaul,2026-04-29(day),1,backfill
longhaul,2026-04-30(day),1,backfill
longhaul,2026-05-01(day),1,backfill
longhaul,2026-05-02(day),1,backfill
longhaul,2026-05-03(day),1,backfill
longhaul,2026-05-04(day),1,backfill
longhaul,2026-05-05(day),1,backfill
longhaul,2026-05-06(day),1,backfill
longhaul,2026-05-07(day),1,backfill
longhaul,2026-05-08T01:00Z,1,pre-manifest
longhaul,2026-05-08T07:00Z,1,pre-manifest
longhaul,2026-05-08T13:00Z,1,pre-manifest
longhaul,2026-05-08T19:00Z,1,pre-manifest
longhaul,2026-05-09T01:00Z,1,pre-manifest
longhaul,2026-05-09T07:00Z,1,pre-manifest
longhaul,2026-05-09T13:00Z,1,pre-manifest
longhaul,2026-05-09T19:00Z,1,pre-manifest
longhaul,2026-05-10T01:00Z,1,pre-manifest
longhaul,2026-05-10T07:00Z,1,pre-manifest
longhaul,2026-05-10T13:00Z,1,pre-manifest
longhaul,2026-05-10T19:00Z,1,pre-manifest
longhaul,2026-05-11T01:00Z,1,pre-manifest
longhaul,2026-05-11T07:00Z,1,pre-manifest
longhaul,2026-05-11T13:00Z,1,pre-manifest
longhaul,2026-05-11T19:00Z,1,pre-manifest
longhaul,2026-05-12T01:00Z,1,pre-manifest
longhaul,2026-05-12T07:00Z,1,pre-manifest
longhaul,2026-05-12T13:00Z,1,pre-manifest
longhaul,2026-05-12T19:00Z,1,pre-manifest
longhaul,2026-05-13T01:00Z,1,pre-manifest
longhaul,2026-05-13T07:00Z,1,pre-manifest
longhaul,2026-05-13T13:00Z,1,pre-manifest
longhaul,2026-05-13T19:00Z,1,pre-manifest
longhaul,2026-05-14T01:00Z,1,pre-manifest
longhaul,2026-05-14T07:00Z,1,pre-manifest
longhaul,2026-05-14T13:00Z,1,pre-manifest
longhaul,2026-05-14T19:00Z,1,pre-manifest
longhaul,2026-05-15T01:00Z,1,pre-manifest
longhaul,2026-05-15T07:00Z,1,pre-manifest
longhaul,2026-05-15T13:00Z,1,pre-manifest
longhaul,2026-05-15T19:00Z,1,pre-manifest
longhaul,2026-05-16T01:00Z,1,pre-manifest
longhaul,2026-05-16T07:00Z,1,pre-manifest
longhaul,2026-05-16T13:00Z,1,pre-manifest
longhaul,2026-05-16T19:00Z,1,pre-manifest
longhaul,2026-05-17T01:00Z,1,pre-manifest
longhaul,2026-05-17T07:00Z,1,pre-manifest
longhaul,2026-05-17T13:00Z,1,pre-manifest
longhaul,2026-05-17T19:00Z,1,pre-manifest
longhaul,2026-05-18T01:00Z,1,pre-manifest
longhaul,2026-05-18T07:00Z,1,pre-manifest
longhaul,2026-05-18T13:00Z,1,pre-manifest
longhaul,2026-05-18T19:00Z,1,pre-manifest
longhaul,2026-05-19T01:00Z,1,pre-manifest
longhaul,2026-05-19T07:00Z,1,pre-manifest
longhaul,2026-05-19T13:00Z,1,pre-manifest
longhaul,2026-05-19T19:00Z,1,pre-manifest
longhaul,2026-05-20T01:00Z,1,pre-manifest
longhaul,2026-05-20T07:00Z,1,pre-manifest
longhaul,2026-05-20T13:00Z,1,pre-manifest
longhaul,2026-05-20T19:00Z,1,pre-manifest
longhaul,2026-05-21T01:00Z,1,pre-manifest
longhaul,2026-05-21T07:00Z,1,pre-manifest
longhaul,2026-05-21T13:00Z,1,pre-manifest
longhaul,2026-05-21T19:00Z,1,pre-manifest
longhaul,2026-05-22T01:00Z,1,pre-manifest
longhaul,2026-05-22T07:00Z,1,pre-manifest
longhaul,2026-05-22T13:00Z,1,pre-manifest
longhaul,2026-05-22T19:00Z,1,pre-manifest
longhaul,2026-05-23T01:00Z,1,pre-manifest
longhaul,2026-05-23T07:00Z,1,pre-manifest
longhaul,2026-05-23T13:00Z,1,pre-manifest
longhaul,2026-05-23T19:00Z,1,pre-manifest
longhaul,2026-05-24T01:00Z,1,pre-manifest
longhaul,2026-05-24T07:00Z,1,pre-manifest
longhaul,2026-05-24T13:00Z,1,pre-manifest
longhaul,2026-05-24T19:00Z,1,pre-manifest
longhaul,2026-05-25T01:00Z,1,pre-manifest
longhaul,2026-05-25T07:00Z,1,pre-manifest
longhaul,2026-05-25T13:00Z,1,pre-manifest
longhaul,2026-05-25T19:00Z,1,pre-manifest
longhaul,2026-05-26T01:00Z,1,pre-manifest
longhaul,2026-05-26T07:00Z,0,missing
longhaul,2026-05-26T13:00Z,1,pre-manifest
longhaul,2026-05-26T19:00Z,1,pre-manifest
longhaul,2026-05-27T01:00Z,1,pre-manifest
longhaul,2026-05-27T07:00Z,1,pre-manifest
longhaul,2026-05-27T13:00Z,1,pre-manifest
longhaul,2026-05-27T19:00Z,1,pre-manifest
longhaul,2026-05-28T01:00Z,1,pre-manifest
longhaul,2026-05-28T07:00Z,1,pre-manifest
longhaul,2026-05-28T13:00Z,1,pre-manifest
longhaul,2026-05-28T19:00Z,1,pre-manifest
longhaul,2026-05-29T01:00Z,1,pre-manifest
longhaul,2026-05-29T07:00Z,1,pre-manifest
longhaul,2026-05-29T13:00Z,1,pre-manifest
longhaul,2026-05-29T19:00Z,1,pre-manifest
longhaul,2026-05-30T01:00Z,1,pre-manifest
longhaul,2026-05-30T07:00Z,1,pre-manifest
longhaul,2026-05-30T13:00Z,1,pre-manifest
longhaul,2026-05-30T19:00Z,1,pre-manifest
longhaul,2026-05-31T01:00Z,1,pre-manifest
longhaul,2026-05-31T07:00Z,1,pre-manifest
longhaul,2026-05-31T13:00Z,1,pre-manifest
longhaul,2026-05-31T19:00Z,1,pre-manifest
longhaul,2026-06-01T01:00Z,1,pre-manifest
longhaul,2026-06-01T07:00Z,1,pre-manifest
longhaul,2026-06-01T13:00Z,1,pre-manifest
longhaul,2026-06-01T19:00Z,1,pre-manifest
longhaul,2026-06-02T01:00Z,1,pre-manifest
longhaul,2026-06-02T07:00Z,1,pre-manifest
longhaul,2026-06-02T13:00Z,1,pre-manifest
longhaul,2026-06-02T19:00Z,1,pre-manifest
longhaul,2026-06-03T01:00Z,1,pre-manifest
longhaul,2026-06-03T07:00Z,1,pre-manifest
longhaul,2026-06-03T13:00Z,1,pre-manifest
longhaul,2026-06-03T19:00Z,0,missing
longhaul,2026-06-04T01:00Z,0,missing
longhaul,2026-06-04T07:00Z,0,missing
longhaul,2026-06-04T13:00Z,1,pre-manifest
longhaul,2026-06-04T19:00Z,1,pre-manifest
longhaul,2026-06-05T01:00Z,1,pre-manifest
longhaul,2026-06-05T07:00Z,1,pre-manifest
longhaul,2026-06-05T13:00Z,1,pre-manifest
longhaul,2026-06-05T19:00Z,1,pre-manifest
longhaul,2026-06-06T01:00Z,1,pre-manifest
longhaul,2026-06-06T07:00Z,1,pre-manifest
longhaul,2026-06-06T13:00Z,1,pre-manifest
longhaul,2026-06-06T19:00Z,1,pre-manifest
longhaul,2026-06-07T01:00Z,1,pre-manifest
longhaul,2026-06-07T07:00Z,1,pre-manifest
longhaul,2026-06-07T13:00Z,1,pre-manifest
longhaul,2026-06-07T19:00Z,1,pre-manifest
longhaul,2026-06-08T01:00Z,1,pre-manifest
longhaul,2026-06-08T07:00Z,1,pre-manifest
longhaul,2026-06-08T13:00Z,1,pre-manifest
longhaul,2026-06-08T19:00Z,1,pre-manifest
longhaul,2026-06-09T01:00Z,1,pre-manifest
longhaul,2026-06-09T07:00Z,1,pre-manifest
longhaul,2026-06-09T13:00Z,1,pre-manifest
longhaul,2026-06-09T19:00Z,1,pre-manifest
longhaul,2026-06-10T01:00Z,1,pre-manifest
longhaul,2026-06-10T07:00Z,1,pre-manifest
longhaul,2026-06-10T13:00Z,1,pre-manifest
longhaul,2026-06-10T19:00Z,1,pre-manifest
longhaul,2026-06-11T01:00Z,0,missing
longhaul,2026-06-11T07:00Z,1,pre-manifest
longhaul,2026-06-11T13:00Z,0,missing
longhaul,2026-06-11T19:00Z,1,pre-manifest
longhaul,2026-06-12T01:00Z,1,pre-manifest
longhaul,2026-06-12T07:00Z,1,pre-manifest
longhaul,2026-06-12T13:00Z,1,pre-manifest
longhaul,2026-06-12T19:00Z,1,pre-manifest
longhaul,2026-06-13T01:00Z,1,pre-manifest
longhaul,2026-06-13T07:00Z,1,pre-manifest
longhaul,2026-06-13T13:00Z,1,pre-manifest
longhaul,2026-06-13T19:00Z,1,pre-manifest
longhaul,2026-06-14T01:00Z,1,pre-manifest
longhaul,2026-06-14T07:00Z,1,pre-manifest
longhaul,2026-06-14T13:00Z,0,missing
longhaul,2026-06-14T19:00Z,1,pre-manifest
longhaul,2026-06-15T01:00Z,1,pre-manifest
longhaul,2026-06-15T07:00Z,0,missing
longhaul,2026-06-15T13:00Z,1,pre-manifest
longhaul,2026-06-15T19:00Z,1,pre-manifest
longhaul,2026-06-16T01:00Z,0,missing
longhaul,2026-06-16T07:00Z,1,pre-manifest
longhaul,2026-06-16T13:00Z,0,missing
longhaul,2026-06-16T19:00Z,0,missing
longhaul,2026-06-17T01:00Z,1,pre-manifest
longhaul,2026-06-17T07:00Z,1,pre-manifest
longhaul,2026-06-17T13:00Z,1,pre-manifest
longhaul,2026-06-17T19:00Z,0,missing
longhaul,2026-06-18T01:00Z,0,missing
longhaul,2026-06-18T07:00Z,0,missing
longhaul,2026-06-18T13:00Z,0,missing
longhaul,2026-06-18T19:00Z,0,missing
longhaul,2026-06-19T01:00Z,0,missing
longhaul,2026-06-19T07:00Z,0,missing
longhaul,2026-06-19T13:00Z,0,missing
longhaul,2026-06-19T19:00Z,0,missing
longhaul,2026-06-20T01:00Z,0,missing
longhaul,2026-06-20T07:00Z,0,missing
longhaul,2026-06-20T13:00Z,0,missing
longhaul,2026-06-20T19:00Z,0,missing
longhaul,2026-06-21T01:00Z,0,missing
longhaul,2026-06-21T07:00Z,0,missing
longhaul,2026-06-21T13:00Z,0,missing
longhaul,2026-06-21T19:00Z,1,pre-manifest
longhaul,2026-06-22T01:00Z,1,pre-manifest
longhaul,2026-06-22T07:00Z,0,missing
longhaul,2026-06-22T13:00Z,0,missing
longhaul,2026-06-22T19:00Z,0,missing
longhaul,2026-06-23T01:00Z,0,missing
longhaul,2026-06-23T07:00Z,0,missing
longhaul,2026-06-23T13:00Z,0,missing
longhaul,2026-06-23T19:00Z,0,missing
longhaul,2026-06-24T01:00Z,0,missing
longhaul,2026-06-24T07:00Z,0,missing
longhaul,2026-06-24T13:00Z,0,missing
longhaul,2026-06-24T19:00Z,1,pre-manifest
longhaul,2026-06-25T01:00Z,0,missing
longhaul,2026-06-25T07:00Z,0,missing
longhaul,2026-06-25T13:00Z,0,missing
longhaul,2026-06-25T19:00Z,0,missing
longhaul,2026-06-26T01:00Z,0,missing
longhaul,2026-06-26T07:00Z,0,missing
longhaul,2026-06-26T13:00Z,0,missing
longhaul,2026-06-26T19:00Z,0,missing
longhaul,2026-06-27T01:00Z,0,missing
longhaul,2026-06-27T07:00Z,0,missing
longhaul,2026-06-27T13:00Z,0,missing
longhaul,2026-06-27T19:00Z,0,missing
longhaul,2026-06-28T01:00Z,0,missing
longhaul,2026-06-28T07:00Z,0,missing
longhaul,2026-06-28T13:00Z,0,missing
longhaul,2026-06-28T19:00Z,0,missing
longhaul,2026-06-29T01:00Z,0,missing
longhaul,2026-06-29T07:00Z,0,missing
longhaul,2026-06-29T13:00Z,0,missing
longhaul,2026-06-29T19:00Z,0,missing
longhaul,2026-06-30T01:00Z,0,missing
longhaul,2026-06-30T07:00Z,0,missing
longhaul,2026-06-30T13:00Z,0,missing
longhaul,2026-06-30T19:00Z,0,missing
longhaul,2026-07-01T01:00Z,0,missing
longhaul,2026-07-01T07:00Z,0,missing
